,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
492,Carthay,34.0578556249517,-118.36891000000001,Helping Hand Thrift Shop,34.057201,-118.364525,Thrift / Vintage Store
493,Carthay,34.0578556249517,-118.36891000000001,Namastday Yoga Center,34.058013799229705,-118.37338457888504,Yoga Studio
494,Carthay,34.0578556249517,-118.36891000000001,The Terrier Group Media Llc,34.057357,-118.374199,Business Service
495,Chatsworth,34.25640349916057,-118.6123545,Chatsworth Park South,34.257873470643965,-118.61376963974674,Park
496,Chatsworth,34.25640349916057,-118.6123545,Chatsworth Park South,34.25892862703864,-118.61511488774464,Park
497,Chatsworth,34.25640349916057,-118.6123545,The Playground,34.25483671099166,-118.61698949714123,Playground
498,Central-Alameda,34.006864031207506,-118.24721250000013,La Carreta,34.00408591485352,-118.24796361203538,Mexican Restaurant
499,Central-Alameda,34.006864031207506,-118.24721250000013,Ross Snyder Park,34.00947047553072,-118.24789695677013,Park
500,Central-Alameda,34.006864031207506,-118.24721250000013,New Donuts,34.003516,-118.24746699999999,Donut Shop
501,Central-Alameda,34.006864031207506,-118.24721250000013,NBC studio 1,34.00393843435981,-118.24327139078932,Performing Arts Venue
502,Century City,34.055325502171065,-118.41508300000004,Hinoki & The Bird,34.05639633456178,-118.41519487030041,Japanese Restaurant
503,Century City,34.055325502171065,-118.41508300000004,InterContinental Los Angeles Century City,34.054067222359976,-118.41234550429914,Hotel
504,Century City,34.055325502171065,-118.41508300000004,The Zanuck Theater @ Fox Studios,34.053165379556695,-118.41524493635546,Movie Theater
505,Century City,34.055325502171065,-118.41508300000004,20th Century Fox Studio Store,34.05371676688166,-118.41372068161138,Gift Shop
506,Century City,34.055325502171065,-118.41508300000004,Din Tai Fung,34.05791578577279,-118.41748209895631,Chinese Restaurant
507,Century City,34.055325502171065,-118.41508300000004,Mendocino Farms,34.05827269613338,-118.41376125812529,Sandwich Place
508,Century City,34.055325502171065,-118.41508300000004,Border Grill Truck,34.05499785190014,-118.41328953819293,Food Truck
509,Century City,34.055325502171065,-118.41508300000004,The Crack Shack,34.0581647,-118.4172687,Southern / Soul Food Restaurant
510,Century City,34.055325502171065,-118.41508300000004,Annenberg Space for Photography,34.05896101513455,-118.41379727524347,Art Gallery
511,Century City,34.055325502171065,-118.41508300000004,Nordstrom,34.05783500154472,-118.4179988134918,Department Store
512,Century City,34.055325502171065,-118.41508300000004,Mari Los Angeles,34.05414409349947,-118.4121056443775,Restaurant
513,Century City,34.055325502171065,-118.41508300000004,SPA InterContinental @ InterContinental Los Angeles,34.05414629189561,-118.41207494525628,Spa
514,Century City,34.055325502171065,-118.41508300000004,AMC Century City 15,34.057695402059984,-118.41880460287537,Movie Theater
515,Century City,34.055325502171065,-118.41508300000004,Tocaya Organica - Century City,34.058034302928704,-118.41877718247504,Mexican Restaurant
516,Century City,34.055325502171065,-118.41508300000004,Craft,34.05933138483687,-118.41460488405077,Steakhouse
517,Century City,34.055325502171065,-118.41508300000004,Fox Studios,34.052019404448785,-118.41251134872437,General Entertainment
518,Century City,34.055325502171065,-118.41508300000004,Hyatt Regency Century Plaza,34.05753516888803,-118.41579560806326,Hotel
519,Century City,34.055325502171065,-118.41508300000004,Shake Shack,34.05807078920897,-118.41928895300308,Burger Joint
520,Century City,34.055325502171065,-118.41508300000004,Gelson's Market,34.05771608933069,-118.4190602533083,Supermarket
521,Century City,34.055325502171065,-118.41508300000004,Redstraw,34.058355864392865,-118.41786237600773,Bubble Tea Shop
522,Century City,34.055325502171065,-118.41508300000004,Apple Century City,34.0587132,-118.4178744,Electronics Store
523,Century City,34.055325502171065,-118.41508300000004,Starbucks,34.05844454170121,-118.41663974047304,Coffee Shop
524,Century City,34.055325502171065,-118.41508300000004,Tiffany & Co.,34.058237,-118.4182661,Jewelry Store
525,Century City,34.055325502171065,-118.41508300000004,Disney Store,34.05824142011033,-118.41872638414323,Toy / Game Store
526,Century City,34.055325502171065,-118.41508300000004,Century Park,34.059229803691935,-118.41379601822048,Park
527,Century City,34.055325502171065,-118.41508300000004,Bibigo,34.05785062129704,-118.41922886057995,Korean Restaurant
528,Century City,34.055325502171065,-118.41508300000004,Anthropologie,34.058014,-118.41875,Women's Store
529,Century City,34.055325502171065,-118.41508300000004,The Art of Shaving,34.05858475551957,-118.41880564405791,Salon / Barbershop
530,Century City,34.055325502171065,-118.41508300000004,85C Bakery Cafe,34.057935748235636,-118.41887084441781,Bakery
531,Century City,34.055325502171065,-118.41508300000004,sweetgreen,34.05794036098593,-118.41747252435331,Salad Place
532,Century City,34.055325502171065,-118.41508300000004,The Coffee Bean & Tea Leaf,34.058248,-118.413612,Coffee Shop
533,Century City,34.055325502171065,-118.41508300000004,Tender Greens,34.05813902662779,-118.41930885705146,Salad Place
534,Century City,34.055325502171065,-118.41508300000004,Fox Commissary,34.05375548430117,-118.41364854636417,Cafeteria
535,Century City,34.055325502171065,-118.41508300000004,Orangetheory Fitness,34.05797743490278,-118.41754730180014,Gym / Fitness Center
536,Century City,34.055325502171065,-118.41508300000004,Grom Gelato,34.05872858120874,-118.41823617336286,Ice Cream Shop
537,Century City,34.055325502171065,-118.41508300000004,The Garbage Truck,34.05479136493193,-118.41349491516314,Food Truck
538,Century City,34.055325502171065,-118.41508300000004,Panda Express,34.05793497648184,-118.4192775783043,Chinese Restaurant
539,Century City,34.055325502171065,-118.41508300000004,Yogurtland,34.057866,-118.418889,Dessert Shop
540,Century City,34.055325502171065,-118.41508300000004,Mrs. Winston's Green Grocery,34.0593542668793,-118.41682245213639,Market
541,Century City,34.055325502171065,-118.41508300000004,Lupicia Fresh Tea,34.05866335025565,-118.41860136753634,Gourmet Shop
542,Century City,34.055325502171065,-118.41508300000004,The Hand Roll Bar Experience,34.05806,-118.41881,Sushi Restaurant
543,Century City,34.055325502171065,-118.41508300000004,The Coffee Bean & Tea Leaf,34.057721,-118.418984,Coffee Shop
544,Century City,34.055325502171065,-118.41508300000004,Cuvee,34.058885812598554,-118.41385917153188,Café
545,Century City,34.055325502171065,-118.41508300000004,Vans,34.05861,-118.418743,Shoe Store
546,Century City,34.055325502171065,-118.41508300000004,Hertz,34.05756605729297,-118.41585874557495,Rental Car Location
547,Century City,34.055325502171065,-118.41508300000004,Fox Little Theatre,34.052149919547674,-118.41522890368888,Movie Theater
548,Century City,34.055325502171065,-118.41508300000004,The Stand,34.05853167,-118.41357583,Hot Dog Joint
549,Century City,34.055325502171065,-118.41508300000004,Redbox,34.05268,-118.416965,Video Store
550,Century City,34.055325502171065,-118.41508300000004,Habanero Grill,34.05902512385638,-118.41376915819555,Mexican Restaurant
551,Century City,34.055325502171065,-118.41508300000004,Courtyard Los Angeles Century City/Beverly Hills,34.0523725,-118.4171034,Hotel
552,Century City,34.055325502171065,-118.41508300000004,Bowled & Beautiful Food Truck,34.05454700673832,-118.41269622552815,Food Truck
553,Century City,34.055325502171065,-118.41508300000004,Gourmet Genie Food Truck,34.05496202652012,-118.41347209551226,Food Truck
554,Century City,34.055325502171065,-118.41508300000004,Ralphs,34.0524214,-118.4179412,Supermarket
555,Century City,34.055325502171065,-118.41508300000004,The Coffee Bean & Tea Leaf,34.058206,-118.414625,Coffee Shop
556,Century City,34.055325502171065,-118.41508300000004,Piknic,34.05899467454262,-118.41370222066303,American Restaurant
557,Century City,34.055325502171065,-118.41508300000004,city bean coffee,34.05529081831623,-118.41313550529962,Coffee Shop
558,Century City,34.055325502171065,-118.41508300000004,Fox Plaza Gym,34.054946463862045,-118.4132420471995,Gym
559,Century City,34.055325502171065,-118.41508300000004,Trimana,34.05474240631345,-118.4136822263267,Restaurant
560,Century City,34.055325502171065,-118.41508300000004,Fitness Center,34.05356610375183,-118.41313362121582,Gym / Fitness Center
561,Century City,34.055325502171065,-118.41508300000004,Yalla Truck,34.054198248414586,-118.412114320677,Food Truck
562,Century City,34.055325502171065,-118.41508300000004,Fox Studios: Stage 22,34.05310529273426,-118.41259353658397,Multiplex
563,Century City,34.055325502171065,-118.41508300000004,Starbucks At Marriott,34.052375,-118.41707,Food & Drink Shop
564,Century City,34.055325502171065,-118.41508300000004,Courtyard Marriott Bistro,34.05230706260056,-118.41711179044624,American Restaurant
565,Century City,34.055325502171065,-118.41508300000004,Courtyard By Marriott Fitness Center,34.0521743627058,-118.41683225555808,Gym
566,Century City,34.055325502171065,-118.41508300000004,Century Park Plaza,34.05614987743709,-118.41079646985068,Plaza
567,Cerritos,33.86689249912628,-118.06863750000008,Cerritos Food Truck Rally - Curbside Bites,33.865384999999996,-118.06486899999999,Food Truck
568,Cerritos,33.86689249912628,-118.06863750000008,Lunch Truck @ CareMore West,33.86497411048674,-118.064355529008,Food Truck
569,Charter Oak,34.100075003109005,-117.85751998453505,Redbox,34.09926506432773,-117.85839545701832,Video Store
570,Charter Oak,34.100075003109005,-117.85751998453505,Charter Oak Park,34.101337499446224,-117.85824665594195,Park
571,Charter Oak,34.100075003109005,-117.85751998453505,RICHARD'S HANDYMAN SVC,34.10217,-117.86142,Moving Target
572,Charter Oak,34.100075003109005,-117.85751998453505,Maximum asbestos removal,34.101375579834,-117.85251617432,Business Service
573,Charter Oak,34.100075003109005,-117.85751998453505,No Mold LA Covina,34.101375579834,-117.85251617432,Business Service
574,Chesterfield Square,33.98376299912485,-118.31320800000006,The Home Depot,33.9871993,-118.3119671,Hardware Store
575,Chesterfield Square,33.98376299912485,-118.31320800000006,Food 4 Less,33.98766005170468,-118.31084759565783,Grocery Store
576,Chesterfield Square,33.98376299912485,-118.31320800000006,Primo's Burgers,33.981666,-118.30918899999999,Burger Joint
577,Chesterfield Square,33.98376299912485,-118.31320800000006,Chick Me Out,33.983056,-118.31796000000001,Mediterranean Restaurant
578,Cheviot Hills,34.04085349912404,-118.41146150000006,InterContinental Gym,34.040073596823085,-118.41261635635479,Gym
579,Cheviot Hills,34.04085349912404,-118.41146150000006,Cheviot Hills Recreation Center Archery Range,34.0449863622308,-118.41189147368799,Other Great Outdoors
580,Chinatown,34.06351049912365,-118.23700649999986,Homegirl Cafe,34.0625042667467,-118.23579954616623,Café
581,Chinatown,34.06351049912365,-118.23700649999986,Burgerlords,34.065302814170835,-118.2372448470607,Burger Joint
582,Chinatown,34.06351049912365,-118.23700649999986,Queen's Bakery,34.06265184904068,-118.23828074456921,Bakery
583,Chinatown,34.06351049912365,-118.23700649999986,Homeboy Industries,34.06237623307787,-118.23583566843112,Bakery
584,Chinatown,34.06351049912365,-118.23700649999986,Yang Chow Restaurant,34.06292584487055,-118.2380586952736,Chinese Restaurant
585,Chinatown,34.06351049912365,-118.23700649999986,Oriel,34.06279694374705,-118.23632983979547,French Restaurant
586,Chinatown,34.06351049912365,-118.23700649999986,Phoenix Bakery,34.06577753327006,-118.23656136647061,Bakery
587,Chinatown,34.06351049912365,-118.23700649999986,Plum Tree Inn,34.064324185662066,-118.23746748845645,Chinese Restaurant
588,Chinatown,34.06351049912365,-118.23700649999986,Howlin' Ray's,34.0614747122286,-118.23971942714154,Fried Chicken Joint
589,Chinatown,34.06351049912365,-118.23700649999986,Blossom Chinatown,34.065653006158826,-118.23743473160954,Vietnamese Restaurant
590,Chinatown,34.06351049912365,-118.23700649999986,Old Chinatown Central Plaza,34.065305097858264,-118.23726367928863,Plaza
591,Chinatown,34.06351049912365,-118.23700649999986,Melody Lounge,34.06559249565599,-118.23813640114126,Bar
592,Chinatown,34.06351049912365,-118.23700649999986,LASA,34.061479110064305,-118.23948561394998,Filipino Restaurant
593,Chinatown,34.06351049912365,-118.23700649999986,Bruce Lee Statue,34.065099652082274,-118.237412972103,Monument / Landmark
594,Chinatown,34.06351049912365,-118.23700649999986,Endorffeine,34.06143954209765,-118.23970042076482,Coffee Shop
595,Chinatown,34.06351049912365,-118.23700649999986,Hop Li Seafood Restaurant,34.06301804411398,-118.24047344885122,Chinese Restaurant
596,Chinatown,34.06351049912365,-118.23700649999986,General Lee's,34.065777736521454,-118.23757667121951,Bar
597,Chinatown,34.06351049912365,-118.23700649999986,Little Jewel of New Orleans,34.060035686607634,-118.23826025220552,Cajun / Creole Restaurant
598,Chinatown,34.06351049912365,-118.23700649999986,Won Kok Restaurant,34.06195782693353,-118.2375086211258,Chinese Restaurant
599,Chinatown,34.06351049912365,-118.23700649999986,Now Serving,34.061685,-118.239669,Bookstore
600,Chinatown,34.06351049912365,-118.23700649999986,Highland Park Brewery Chinatown,34.0658457695287,-118.23343831538416,Brewery
601,Chinatown,34.06351049912365,-118.23700649999986,Long's Family Pastry,34.0603278843407,-118.23778070498385,Chinese Restaurant
602,Chinatown,34.06351049912365,-118.23700649999986,Philippe The Original,34.0596215334771,-118.23701322672596,Sandwich Place
603,Chinatown,34.06351049912365,-118.23700649999986,Pho 87,34.06725753450578,-118.23557435918894,Vietnamese Restaurant
604,Chinatown,34.06351049912365,-118.23700649999986,Chimney Coffee House,34.06362671071159,-118.23279080981743,Coffee Shop
605,Chinatown,34.06351049912365,-118.23700649999986,Ocean Seafood Restaurant,34.061826429754234,-118.23940026410783,Chinese Restaurant
606,Chinatown,34.06351049912365,-118.23700649999986,Nick's Cafe,34.06606321216477,-118.23315195447726,Diner
607,Chinatown,34.06351049912365,-118.23700649999986,Foo Chow Restaurant,34.065954243017565,-118.23806105267886,Chinese Restaurant
608,Chinatown,34.06351049912365,-118.23700649999986,Alpine Recreation Center,34.063910276241984,-118.24096998244877,Recreation Center
609,Chinatown,34.06351049912365,-118.23700649999986,Bubble U,34.06356785464739,-118.23773968445191,Bubble Tea Shop
610,Chinatown,34.06351049912365,-118.23700649999986,Grand Star Jazz Club,34.06515202118792,-118.23759107876778,Jazz Club
611,Chinatown,34.06351049912365,-118.23700649999986,Pho Hoa,34.06256715406595,-118.23628443326174,Vietnamese Restaurant
612,Chinatown,34.06351049912365,-118.23700649999986,Baohaus,34.06149953703122,-118.23978489444055,Taiwanese Restaurant
613,Chinatown,34.06351049912365,-118.23700649999986,Human Resources,34.0674342927484,-118.2357235321939,Art Gallery
614,Chinatown,34.06351049912365,-118.23700649999986,Hong Kong BBQ Restaurant,34.06252029091686,-118.23824936956532,Chinese Restaurant
615,Chinatown,34.06351049912365,-118.23700649999986,Golden Dragon,34.065546260692926,-118.23648107273037,Dim Sum Restaurant
616,Chinatown,34.06351049912365,-118.23700649999986,Chinatown Gateway,34.059789514647676,-118.23975930362872,Plaza
617,Chinatown,34.06351049912365,-118.23700649999986,Ten Ren's Tea Bar,34.06151679249707,-118.23982868263826,Tea Room
618,Chinatown,34.06351049912365,-118.23700649999986,Phoenix Inn Chinese Cuisine,34.06012906402885,-118.23873511279736,Chinese Restaurant
619,Chinatown,34.06351049912365,-118.23700649999986,Far East Plaza,34.06143833505418,-118.23950283795558,Shopping Mall
620,Chinatown,34.06351049912365,-118.23700649999986,LAX-C inc.,34.06343573520404,-118.23259650860498,Grocery Store
621,Chinatown,34.06351049912365,-118.23700649999986,Thien Huong,34.061325183986256,-118.23926188846944,Vietnamese Restaurant
622,Chinatown,34.06351049912365,-118.23700649999986,Lao Tao,34.061429760137294,-118.23965651742336,Taiwanese Restaurant
623,Chinatown,34.06351049912365,-118.23700649999986,Fortune Gourmet Kitchen,34.06153668217254,-118.23991495739853,Chinese Restaurant
624,Chinatown,34.06351049912365,-118.23700649999986,Lucky Deli,34.06048508420098,-118.23923435992613,Chinese Restaurant
625,Chinatown,34.06351049912365,-118.23700649999986,The Courtyard Cafe at The California Endowment,34.059351155892976,-118.23619046045366,Café
626,Citrus,34.11618000242531,-117.89216399278313,7-Eleven,34.113890897248,-117.889748141169,Convenience Store
627,Citrus,34.11618000242531,-117.89216399278313,Frontier Donuts,34.114482,-117.89063600000001,Donut Shop
628,Citrus,34.11618000242531,-117.89216399278313,Gloria's Mexican & American Food,34.11442563405142,-117.8906709634895,Restaurant
629,Citrus,34.11618000242531,-117.89216399278313,Kraphty's,34.11336821362875,-117.8898355352143,Italian Restaurant
630,Citrus,34.11618000242531,-117.89216399278313,oriental massage,34.113262,-117.889796,Massage Studio
631,Citrus,34.11618000242531,-117.89216399278313,La Curra's Bakery,34.113167,-117.889581,Bakery
632,Claremont,34.122365138512784,-117.7187695,Brian Treat's Landscaping,34.12177056437484,-117.72236824035643,Construction & Landscaping
633,Northridge,34.23880549912161,-118.52796900000007,Valley Performing Arts Center (VPAC),34.23608233380001,-118.5279107093811,College Theater
634,Northridge,34.23880549912161,-118.52796900000007,Panda Express,34.237314714485066,-118.52847884310067,Chinese Restaurant
635,Northridge,34.23880549912161,-118.52796900000007,Orange Grove Bistro,34.23666765929958,-118.5250853213657,American Restaurant
636,Northridge,34.23880549912161,-118.52796900000007,The Pub,34.239531007483365,-118.52649581847795,Pub
637,Northridge,34.23880549912161,-118.52796900000007,El Pollo Loco,34.237439,-118.528163,Fast Food Restaurant
638,Northridge,34.23880549912161,-118.52796900000007,Cupid's Hot Dogs,34.23496886434431,-118.5274936157275,Hot Dog Joint
639,Northridge,34.23880549912161,-118.52796900000007,Boba Tea House,34.23525228659629,-118.527570029436,Tea Room
640,Northridge,34.23880549912161,-118.52796900000007,Subway,34.2400469,-118.526221,Sandwich Place
641,Northridge,34.23880549912161,-118.52796900000007,Papa John's Pizza,34.235154,-118.527739,Pizza Place
642,Northridge,34.23880549912161,-118.52796900000007,Burger King,34.2371097394102,-118.528589504299,Fast Food Restaurant
643,Northridge,34.23880549912161,-118.52796900000007,Freudian Sip-USU,34.23977660871947,-118.52713168849924,Coffee Shop
644,Northridge,34.23880549912161,-118.52796900000007,CSUN- The Marketplace,34.23882918166236,-118.5312405422302,Snack Place
645,Northridge,34.23880549912161,-118.52796900000007,Freudian Sip-Oviatt Library,34.24117570961485,-118.53220026185726,Coffee Shop
646,Commerce,33.99507923001833,-118.1573625000002,Starbucks,33.995810059638146,-118.15244807355457,Coffee Shop
647,Compton,33.89325199912594,-118.2218104930422,Smart & Final Extra!,33.89493675376383,-118.22091738980802,Grocery Store
648,Compton,33.89325199912594,-118.2218104930422,Louis Burgers,33.89577369542408,-118.21956193324526,Burger Joint
649,Compton,33.89325199912594,-118.2218104930422,Yogurtland,33.896418,-118.221636,Dessert Shop
650,Compton,33.89325199912594,-118.2218104930422,IHOP,33.89628047367017,-118.22092444768718,Breakfast Spot
651,Compton,33.89325199912594,-118.2218104930422,GameStop,33.895782203798916,-118.22293281555176,Video Game Store
652,Compton,33.89325199912594,-118.2218104930422,SUBWAY,33.89623186048073,-118.22298214307136,Sandwich Place
653,Compton,33.89325199912594,-118.2218104930422,Dollar Tree,33.8959805882353,-118.223071764706,Discount Store
654,Compton,33.89325199912594,-118.2218104930422,Papa John's Pizza,33.895602153369644,-118.22154040238667,Pizza Place
655,Compton,33.89325199912594,-118.2218104930422,El Pollo Loco,33.896196,-118.223658,Fast Food Restaurant
656,Compton,33.89325199912594,-118.2218104930422,Burlington,33.89713001959091,-118.22156785233307,Department Store
657,Compton,33.89325199912594,-118.2218104930422,CVS pharmacy,33.894696867954586,-118.22191630142767,Pharmacy
658,Compton,33.89325199912594,-118.2218104930422,Chase Bank,33.8963655124611,-118.2216534018516,Bank
659,Compton,33.89325199912594,-118.2218104930422,Pizza Hut,33.89641115285605,-118.2231017947197,Pizza Place
660,Compton,33.89325199912594,-118.2218104930422,Ralphs,33.89478454948009,-118.22100001231517,Supermarket
661,Compton,33.89325199912594,-118.2218104930422,Sam's,33.89554738998413,-118.22156488895416,Cosmetics Shop
662,Compton,33.89325199912594,-118.2218104930422,Fresh Donuts (Compton),33.895621,-118.222398,Donut Shop
663,Compton,33.89325199912594,-118.2218104930422,Taco Bell,33.897146,-118.222851,Fast Food Restaurant
664,Compton,33.89325199912594,-118.2218104930422,Burger King,33.895683,-118.220682,Fast Food Restaurant
665,Compton,33.89325199912594,-118.2218104930422,Happy Sweet,33.895364324285595,-118.22364071632535,Bakery
666,Compton,33.89325199912594,-118.2218104930422,McDonald's,33.8963758,-118.225022,Fast Food Restaurant
667,Cypress Park,34.09213949912345,-118.2241565,King Taco Restaurant,34.094084027522264,-118.22646843219778,Mexican Restaurant
668,Cypress Park,34.09213949912345,-118.2241565,Dollar Tree,34.093611616644154,-118.22535613915922,Discount Store
669,Cypress Park,34.09213949912345,-118.2241565,Cypress Park and Recreation Center,34.08939739027832,-118.22585301704771,Park
670,Cypress Park,34.09213949912345,-118.2241565,Metrolink Taylor Yard,34.09169367715358,-118.22853727505121,Train Station
671,Cypress Park,34.09213949912345,-118.2241565,La Morenita,34.092807771588554,-118.2285398990764,Bakery
672,La Mirada,33.900793500197715,-118.00722099646514,Panera Bread,33.898283,-118.006783,Bakery
673,La Mirada,33.900793500197715,-118.00722099646514,CVS pharmacy,33.90003407957927,-118.0056205375392,Pharmacy
674,La Mirada,33.900793500197715,-118.00722099646514,Flame Broiler,33.89722907857874,-118.00818827234328,Asian Restaurant
675,La Mirada,33.900793500197715,-118.00722099646514,Shabuya,33.897973625535776,-118.01031387296904,Buffet
676,La Mirada,33.900793500197715,-118.00722099646514,Cold Stone Creamery,33.897323106789216,-118.00579151628394,Ice Cream Shop
677,La Mirada,33.900793500197715,-118.00722099646514,Cabo Taco Baja Grill,33.89740373598788,-118.00557701656336,Mexican Restaurant
678,La Mirada,33.900793500197715,-118.00722099646514,La Mirada Theatre for the Performing Arts,33.89679249022047,-118.00949830557927,Theater
679,La Mirada,33.900793500197715,-118.00722099646514,Chase Bank,33.898335,-118.0080149,Bank
680,La Mirada,33.900793500197715,-118.00722099646514,La Mirada Regional Park,33.904918763667474,-118.00606548786163,Park
681,La Mirada,33.900793500197715,-118.00722099646514,Albertsons,33.8969057,-118.0079965,Grocery Store
682,La Mirada,33.900793500197715,-118.00722099646514,Starbucks,33.89843,-118.00681,Coffee Shop
683,La Mirada,33.900793500197715,-118.00722099646514,Ginzaya Japanese Restaurant,33.897414353767005,-118.00567863806148,Sushi Restaurant
684,La Mirada,33.900793500197715,-118.00722099646514,WW (Weight Watchers),33.89721435547085,-118.00616629302148,Weight Loss Center
685,La Mirada,33.900793500197715,-118.00722099646514,AMC La Mirada 7,33.896877,-118.00501,Multiplex
686,La Mirada,33.900793500197715,-118.00722099646514,GameStop,33.89733910560608,-118.00606936666667,Video Game Store
687,La Mirada,33.900793500197715,-118.00722099646514,Starbucks,33.896974,-118.007528,Coffee Shop
688,La Mirada,33.900793500197715,-118.00722099646514,Starplex Cinemas,33.89720245804511,-118.00537768949637,Multiplex
689,La Mirada,33.900793500197715,-118.00722099646514,Big 5 Sporting Goods,33.89742726161189,-118.0066719908334,Sporting Goods Shop
690,La Mirada,33.900793500197715,-118.00722099646514,Carl's Jr.,33.89828870359139,-118.00623455508912,Fast Food Restaurant
691,La Mirada,33.900793500197715,-118.00722099646514,Subway,33.89738386123071,-118.0088445242252,Sandwich Place
692,La Mirada,33.900793500197715,-118.00722099646514,La Mirada Park,33.903122387368086,-118.00700365766247,Park
693,La Mirada,33.900793500197715,-118.00722099646514,La Mirada Community Gym,33.90327399445526,-118.00904511054988,Basketball Court
694,La Mirada,33.900793500197715,-118.00722099646514,Retro wear,33.897909878145605,-118.00642609950893,Men's Store
695,La Mirada,33.900793500197715,-118.00722099646514,Chuck E. Cheese,33.8972934817887,-118.00862678201713,Arcade
696,La Mirada,33.900793500197715,-118.00722099646514,Sizzler,33.89848634697897,-118.00566577138984,Steakhouse
697,La Mirada,33.900793500197715,-118.00722099646514,Movie Q,33.897636960727,-118.00873529971075,Video Store
698,La Mirada,33.900793500197715,-118.00722099646514,Bank of America ATM,33.89734983444214,-118.00754606723785,ATM
699,La Mirada,33.900793500197715,-118.00722099646514,Golden Spoon Frozen Yogurt,33.89735631666667,-118.00826489925385,Frozen Yogurt Shop
700,La Mirada,33.900793500197715,-118.00722099646514,Joy's Hallmark Shop,33.89727015505256,-118.00625268539945,Gift Shop
701,La Mirada,33.900793500197715,-118.00722099646514,Jekyll & Hyde @ La Mirada Theatre,33.896867,-118.00948,Theater
702,Covina,34.08749549930933,-117.88392199287891,Claro's Italian Market,34.0876580219701,-117.88862008452396,Deli / Bodega
703,Covina,34.08749549930933,-117.88392199287891,Covina Burgers,34.0910914506841,-117.88066796496969,Burger Joint
704,Covina,34.08749549930933,-117.88392199287891,Mandarin Chinese Food & Sushi,34.090634,-117.880554,Chinese Restaurant
705,Covina,34.08749549930933,-117.88392199287891,Alfredo's Mexican Food,34.090629,-117.88769599999999,Mexican Restaurant
706,Covina,34.08749549930933,-117.88392199287891,Baskin-Robbins,34.08760415779676,-117.88813770083738,Ice Cream Shop
707,Covina,34.08749549930933,-117.88392199287891,DJ's Drive-In,34.09051985371145,-117.88106282069795,Burger Joint
708,Covina,34.08749549930933,-117.88392199287891,Pizza Hut,34.090363,-117.88176100000001,Pizza Place
709,Covina,34.08749549930933,-117.88392199287891,Wells Fargo Bank,34.086551,-117.8886023,Bank
710,Covina,34.08749549930933,-117.88392199287891,THRONE ,34.084191,-117.882276,Asian Restaurant
711,Covina,34.08749549930933,-117.88392199287891,Sweet Savory Cafe and Bakery,34.08742868897033,-117.88908359809437,American Restaurant
712,Cudahy,33.96262049912504,-118.1855725000002,Granny's Donuts,33.962512,-118.18590900000001,Donut Shop
713,Cudahy,33.96262049912504,-118.1855725000002,Jamba Juice,33.963149,-118.186726,Juice Bar
714,Cudahy,33.96262049912504,-118.1855725000002,Forever 21,33.96211579736731,-118.18757208687153,Clothing Store
715,Cudahy,33.96262049912504,-118.1855725000002,Big Lots,33.96257622423244,-118.18780782885341,Big Box Store
716,Cudahy,33.96262049912504,-118.1855725000002,Little Caesars Pizza,33.96306775862486,-118.18675383725675,Pizza Place
717,Cudahy,33.96262049912504,-118.1855725000002,Jim's Burgers #2,33.961116,-118.18539799999999,American Restaurant
718,Cudahy,33.96262049912504,-118.1855725000002,Burger King,33.96299782303943,-118.18590961396694,Fast Food Restaurant
719,Cudahy,33.96262049912504,-118.1855725000002,McDonald's,33.961232,-118.18629,Fast Food Restaurant
720,Cudahy,33.96262049912504,-118.1855725000002,"Clara Street (yeah, the ENTIRE street!)",33.96475870935428,-118.18128026538747,Trail
721,Cudahy,33.96262049912504,-118.1855725000002,Clara Park,33.96540256783173,-118.18132821133172,Park
722,Culver City,34.00589949912458,-118.40902450000016,Adopt and Shop,34.0050174,-118.4108003,Pet Service
723,Culver City,34.00589949912458,-118.40902450000016,Pulp Fiction,34.00422845290129,-118.40874930574459,Comic Shop
724,Culver City,34.00589949912458,-118.40902450000016,Sage Organic Vegan Bistro,34.00640912972718,-118.41218139178056,Vegetarian / Vegan Restaurant
725,Culver City,34.00589949912458,-118.40902450000016,Dear John's,34.00429182091474,-118.40998546329533,Steakhouse
726,Culver City,34.00589949912458,-118.40902450000016,Swanya Thai Cuisine,34.004232179019745,-118.4088836797195,Thai Restaurant
727,Culver City,34.00589949912458,-118.40902450000016,Pho Show,34.00372631865905,-118.4083820599662,Vietnamese Restaurant
728,Culver City,34.00589949912458,-118.40902450000016,Holy Cow BBQ,34.00664873531389,-118.41237871981726,BBQ Joint
729,Culver City,34.00589949912458,-118.40902450000016,Copenhagen Pastry,34.009348351377945,-118.41190119360319,Bakery
730,Culver City,34.00589949912458,-118.40902450000016,Jasmine Market,34.00600064928843,-118.41243348217834,Indian Restaurant
731,Culver City,34.00589949912458,-118.40902450000016,House of Fitness,34.0067052251356,-118.41213762141798,Gym
732,Culver City,34.00589949912458,-118.40902450000016,Samy's Camera,34.00304027635905,-118.4072439304859,Electronics Store
733,Culver City,34.00589949912458,-118.40902450000016,Uzumaki,34.00960390204695,-118.41150634128074,Sushi Restaurant
734,Culver City,34.00589949912458,-118.40902450000016,Ramen Yamadaya,34.00769323374756,-118.41251243202443,Noodle House
